workerid,proliferate.condition,age,bonus,ethnicity,feedback,gender,internal_node_id,overall_accuracy,race,response,rt,rule,time_elapsed,trial,trial_index,trial_type,error
640,shape_on,38,0.4,Non-Hispanic,I kind of got lucky in the beginning and guessed if the object was a blicket. It was and assumed that shape was the blicket. That turned out to be correct.,Male,0.0-40.0,1,Asian,"{'age': '38', 'race': 'Asian', 'gender': 'Male', 'feedback': 'I kind of got lucky in the beginning and guessed if the object was a blicket. It was and assumed that shape was the blicket. That turned out to be correct.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",56123,cylinder,156615,exit_survey,44,survey-html-form,
694,shape_on,37,0.375,Non-Hispanic,Whether the shape was a square or not,Male,0.0-40.0,0.9375,White,"{'age': '37', 'race': 'White', 'gender': 'Male', 'feedback': 'Whether the shape was a square or not', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21005,cube,115766,exit_survey,44,survey-html-form,
712,shape_on,24,0.4,Hispanic,I figured the cubes were able to turn on the machine from the example used at the beginning of the study.,Female,0.0-40.0,1,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'I figured the cubes were able to turn on the machine from the example used at the beginning of the study.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",33992,cube,163494,exit_survey,50,survey-html-form,
623,shape_on,27,0.35000000000000003,Hispanic,,Male,0.0-40.0,0.875,Multiracial,"{'age': '27', 'race': 'Multiracial', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",12408,cube,164736,exit_survey,44,survey-html-form,
628,shape_on,53,0.4,Non-Hispanic,round objects were blickets no matter their color while square objects were not,Female,0.0-40.0,1,White,"{'age': '53', 'race': 'White', 'gender': 'Female', 'feedback': 'round objects were blickets no matter their color while square objects were not', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",33035,cylinder,164096,exit_survey,44,survey-html-form,
636,shape_on,56,0.325,Non-Hispanic,I tried to watch for patterns ,Female,0.0-40.0,0.8125,White,"{'age': '56', 'race': 'White', 'gender': 'Female', 'feedback': 'I tried to watch for patterns ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': 'female'}",22823,cylinder,265723,exit_survey,44,survey-html-form,
608,shape_on,68,0.325,Non-Hispanic,The shape of the object determined my response,Female,0.0-40.0,0.8125,White,"{'age': '68', 'race': 'White', 'gender': 'Female', 'feedback': 'The shape of the object determined my response', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",46831,cube,275996,exit_survey,44,survey-html-form,
657,shape_on,34,0.375,Non-Hispanic,I just quickly noticed that cylinders were blickets and squares weren't. no issues,Male,0.0-40.0,0.9375,Multiracial,"{'age': '34', 'race': 'Multiracial', 'gender': 'Male', 'feedback': ""I just quickly noticed that cylinders were blickets and squares weren't. no issues"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",54612,cylinder,188392,exit_survey,44,survey-html-form,
612,shape_on,19,0.25,Non-Hispanic,,Female,0.0-40.0,0.625,White,"{'age': '19', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",32104,cube,167042,exit_survey,50,survey-html-form,
620,shape_on,33,0.325,Non-Hispanic,None,Male,0.0-40.0,0.8125,Asian,"{'age': '33', 'race': 'Asian', 'gender': 'Male', 'feedback': 'None', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9849,cube,139201,exit_survey,50,survey-html-form,
721,shape_on,38,0.375,Non-Hispanic,Process of elimination.,Male,0.0-40.0,0.9375,White,"{'age': '38', 'race': 'White', 'gender': 'Male', 'feedback': 'Process of elimination.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20365,cube,126873,exit_survey,44,survey-html-form,
673,shape_on,36,0.35000000000000003,Non-Hispanic,,Female,0.0-40.0,0.875,Asian,"{'age': '36', 'race': 'Asian', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",5993,cylinder,104159,exit_survey,44,survey-html-form,
665,shape_on,39,0.375,Non-Hispanic,"I just hit yes for the first two, seeing as they both worked I figured the other two would not and was correct",Male,0.0-40.0,0.9375,White,"{'age': '39', 'race': 'White', 'gender': 'Male', 'feedback': 'I just hit yes for the first two, seeing as they both worked I figured the other two would not and was correct', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",38532,cube,164011,exit_survey,44,survey-html-form,
600,shape_on,25,0.30000000000000004,Non-Hispanic,the shape of the object,Female,0.0-40.0,0.75,White,"{'age': '25', 'race': 'White', 'gender': 'Female', 'feedback': 'the shape of the object', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",13714,cylinder,100120,exit_survey,44,survey-html-form,
678,shape_on,42,0.35000000000000003,Non-Hispanic,Trial and error,Female,0.0-40.0,0.875,White,"{'age': '42', 'race': 'White', 'gender': 'Female', 'feedback': 'Trial and error', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11849,cylinder,104794,exit_survey,44,survey-html-form,
716,shape_on,27,0.30000000000000004,Hispanic,memorization,Female,0.0-40.0,0.75,White,"{'age': '27', 'race': 'White', 'gender': 'Female', 'feedback': 'memorization', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",14477,cube,120095,exit_survey,44,survey-html-form,
644,shape_on,27,0.30000000000000004,Non-Hispanic,,Male,0.0-40.0,0.75,White,"{'age': '27', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9494,cube,78374,exit_survey,44,survey-html-form,
702,shape_on,50,0.4,Non-Hispanic,"Shape, but only through initial trial.",Female,0.0-40.0,1,White,"{'age': '50', 'race': 'White', 'gender': 'Female', 'feedback': 'Shape, but only through initial trial.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",29878,cube,189025,exit_survey,44,survey-html-form,
698,shape_on,57,0.4,Non-Hispanic,I happened to guess the first four correctly then replicated my answers,Female,0.0-40.0,1,White,"{'age': '57', 'race': 'White', 'gender': 'Female', 'feedback': 'I happened to guess the first four correctly then replicated my answers', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",35157,cube,296809,exit_survey,50,survey-html-form,
661,shape_on,38,0.15000000000000002,,,Female,0.0-40.0,0.375,White,"{'age': '38', 'race': 'White', 'gender': 'Female', 'feedback': '', 'other_race': '', 'other_gender': ''}",11569,cube,194384,exit_survey,50,survey-html-form,
603,shape_on,35,0.25,Non-Hispanic,,Male,0.0-40.0,0.625,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",14794,cube,133111,exit_survey,50,survey-html-form,
682,shape_on,32,0.375,Non-Hispanic,"Given that there were two types of blocks, I figured that either color or shape would determine if a block was a blicket. Once I knew that the first light square block was NOT a blicket, I figured that I would try to figure out why: was it the color or the shape that determined if it was a blicket or not? Since the next shape was a dark cylinder, I figured I'd try to see if it turned on and it did. Once I determined that the cylinder turned it on, I just needed to figure out if a light cylinder would turn it on - and it did, meaning that the blickets were determined by shape (a cylinder), not color.",Female,0.0-40.0,0.9375,Multiracial,"{'age': '32', 'race': 'Multiracial', 'gender': 'Female', 'feedback': ""Given that there were two types of blocks, I figured that either color or shape would determine if a block was a blicket. Once I knew that the first light square block was NOT a blicket, I figured that I would try to figure out why: was it the color or the shape that determined if it was a blicket or not? Since the next shape was a dark cylinder, I figured I'd try to see if it turned on and it did. Once I determined that the cylinder turned it on, I just needed to figure out if a light cylinder would turn it on - and it did, meaning that the blickets were determined by shape (a cylinder), not color."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",155474,cylinder,299885,exit_survey,44,survey-html-form,
616,shape_on,55,0.4,Non-Hispanic,I just guessed that the cylinder was a blicket and then changed it when I saw a cube.,Female,0.0-40.0,1,White,"{'age': '55', 'race': 'White', 'gender': 'Female', 'feedback': 'I just guessed that the cylinder was a blicket and then changed it when I saw a cube.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",34960,cylinder,183786,exit_survey,44,survey-html-form,
648,shape_on,36,0.375,Non-Hispanic,,Male,0.0-40.0,0.9375,Asian,"{'age': '36', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",38010,cylinder,198851,exit_survey,44,survey-html-form,
651,shape_on,25,0.375,Non-Hispanic,"I had to figure out what turned it on and what didn't - round was no, square was yes. realized color did not matter",Female,0.0-40.0,0.9375,Multiracial,"{'age': '25', 'race': 'Multiracial', 'gender': 'Female', 'feedback': ""I had to figure out what turned it on and what didn't - round was no, square was yes. realized color did not matter"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",36830,cube,163773,exit_survey,50,survey-html-form,
720,shape_on,31,0.4,Non-Hispanic,"First was a guess. Dark cylinder being on, I assumed it was either dark color or cylinder shape that determined a blicket. 2nd choice of light cube had neither so machine was off. 3rd guess was light cylinder and I went with shape as the determining factor and was found to be correct.",Male,0.0-40.0,1,White,"{'age': '31', 'race': 'White', 'gender': 'Male', 'feedback': 'First was a guess. Dark cylinder being on, I assumed it was either dark color or cylinder shape that determined a blicket. 2nd choice of light cube had neither so machine was off. 3rd guess was light cylinder and I went with shape as the determining factor and was found to be correct.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",79657,cylinder,168450,exit_survey,44,survey-html-form,
690,shape_on,36,0.375,Non-Hispanic,,Male,0.0-40.0,0.9375,Asian,"{'age': '36', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17070,light,242990,exit_survey,44,survey-html-form,
686,shape_on,43,0.325,Non-Hispanic,,Male,0.0-40.0,0.8125,White,"{'age': '43', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11165,cube,150429,exit_survey,50,survey-html-form,
624,shape_off,67,0.325,Non-Hispanic,learned what a blicket was,Female,0.0-40.0,0.8125,White,"{'age': '67', 'race': 'White', 'gender': 'Female', 'feedback': 'learned what a blicket was', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",41467,cylinder,240670,exit_survey,44,survey-html-form,
607,shape_off,18,0.375,Non-Hispanic,,Female,0.0-40.0,0.9375,White,"{'age': '18', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",7384,cube,140553,exit_survey,44,survey-html-form,
635,shape_off,38,0.35000000000000003,Non-Hispanic,,Male,0.0-40.0,0.875,White,"{'age': '38', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16262,cube,150195,exit_survey,44,survey-html-form,
653,shape_off,71,0.375,Non-Hispanic,Whether it was off or on.,,0.0-40.0,0.9375,Black/African American,"{'age': '71', 'race': 'Black/African American', 'feedback': 'Whether it was off or on.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",58300,cylinder,481514,exit_survey,56,survey-html-form,
715,shape_off,24,0.4,Non-Hispanic,,Female,0.0-40.0,1,American Indian/Alaska Native,"{'age': '24', 'race': 'American Indian/Alaska Native', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",33432,cylinder,183686,exit_survey,44,survey-html-form,
632,shape_off,32,0.375,Non-Hispanic,I paid attention to both color and shape of the bicket. My first shape was a white cube and got it correct as it turned the machine on. Next was a white cylinder but got it wrong as the machine was off. Since both had the same color only the shape was different. Thus I concluded that only the cubes activated the machine.,Female,0.0-40.0,0.9375,Asian,"{'age': '32', 'race': 'Asian', 'gender': 'Female', 'feedback': 'I paid attention to both color and shape of the bicket. My first shape was a white cube and got it correct as it turned the machine on. Next was a white cylinder but got it wrong as the machine was off. Since both had the same color only the shape was different. Thus I concluded that only the cubes activated the machine.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",173837,cube,361022,exit_survey,50,survey-html-form,
664,shape_off,67,0.4,Non-Hispanic,One cannot put a round peg in a square hole. ;),Female,0.0-40.0,1,White,"{'age': '67', 'race': 'White', 'gender': 'Female', 'feedback': 'One cannot put a round peg in a square hole. ;)', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",58040,cube,394519,exit_survey,50,survey-html-form,
693,shape_off,33,0.35000000000000003,Non-Hispanic,I tried to decided which blocks made the machine turn on.,Male,0.0-40.0,0.875,Asian,"{'age': '33', 'race': 'Asian', 'gender': 'Male', 'feedback': 'I tried to decided which blocks made the machine turn on.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",14199,cube,79212,exit_survey,44,survey-html-form,
689,shape_off,49,0.30000000000000004,Non-Hispanic,"I honestly just guessed, really 50/50 chance. Just lucky to get 75% right.",Male,0.0-40.0,0.75,White,"{'age': '49', 'race': 'White', 'gender': 'Male', 'feedback': 'I honestly just guessed, really 50/50 chance. Just lucky to get 75% right.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",117845,cylinder,425239,exit_survey,44,survey-html-form,
724,shape_off,40,0.375,Non-Hispanic,,Female,0.0-40.0,0.9375,White,"{'age': '40', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",8327,cube,128067,exit_survey,50,survey-html-form,
647,shape_off,19,0.35000000000000003,Non-Hispanic,,Female,0.0-40.0,0.875,Asian,"{'age': '19', 'race': 'Asian', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",7558,cylinder,87987,exit_survey,44,survey-html-form,
599,shape_off,37,0.2,Non-Hispanic,I was trying to learn the pattern,Female,0.0-40.0,0.5,Black/African American,"{'age': '37', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'I was trying to learn the pattern', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",30937,cube,151196,exit_survey,44,survey-html-form,
660,shape_off,23,0.4,Non-Hispanic,"just got lucky on the first guess, and realized the pattern was squares versus cylinders",Female,0.0-40.0,1,White,"{'age': '23', 'race': 'White', 'gender': 'Female', 'feedback': 'just got lucky on the first guess, and realized the pattern was squares versus cylinders', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",28231,cube,139291,exit_survey,44,survey-html-form,
711,shape_off,23,0.4,Non-Hispanic,"I guessed my initial trials, and depending on the result, followed the pattern I observed",Female,0.0-40.0,1,Asian,"{'age': '23', 'race': 'Asian', 'gender': 'Female', 'feedback': 'I guessed my initial trials, and depending on the result, followed the pattern I observed', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",43213,cube,252729,exit_survey,44,survey-html-form,
697,shape_off,56,0.275,Non-Hispanic,I just tried to memorize which ones were Blickets,Female,0.0-40.0,0.6875,White,"{'age': '56', 'race': 'White', 'gender': 'Female', 'feedback': 'I just tried to memorize which ones were Blickets', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",47672,cube,537846,exit_survey,44,survey-html-form,
615,shape_off,35,0.225,Non-Hispanic,I started noticing a pattern that all squares would be correct,Female,0.0-40.0,0.5625,White,"{'age': '35', 'race': 'White', 'gender': 'Female', 'feedback': 'I started noticing a pattern that all squares would be correct', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",22735,cube,140606,exit_survey,44,survey-html-form,
677,shape_off,67,0.325,Non-Hispanic,,Male,0.0-40.0,0.8125,White,"{'age': '67', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16006,cube,276102,exit_survey,50,survey-html-form,
681,shape_off,65,0.325,Non-Hispanic,Trial and error,Male,0.0-40.0,0.8125,White,"{'age': '65', 'race': 'White', 'gender': 'Male', 'feedback': 'Trial and error', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",22541,cube,161459,exit_survey,44,survey-html-form,
672,shape_off,61,0.2,Non-Hispanic,"I tried to remember the examples the best I could, but I had a hard time with this.",Male,0.0-40.0,0.5,White,"{'age': '61', 'race': 'White', 'gender': 'Male', 'feedback': 'I tried to remember the examples the best I could, but I had a hard time with this.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",88647,cube,343282,exit_survey,50,survey-html-form,
685,shape_off,37,0.325,Non-Hispanic,nothing really influenced me just did my best,Male,0.0-40.0,0.8125,White,"{'age': '37', 'race': 'White', 'gender': 'Male', 'feedback': 'nothing really influenced me just did my best', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16044,cylinder,284829,exit_survey,50,survey-html-form,
619,shape_off,24,0.35000000000000003,Non-Hispanic,whether or not i was correct or incorrect. whether it was a square or cylinder. and whether it was dark or light,Male,0.0-40.0,0.875,Asian,"{'age': '24', 'race': 'Asian', 'gender': 'Male', 'feedback': 'whether or not i was correct or incorrect. whether it was a square or cylinder. and whether it was dark or light', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",28142,cube,157026,exit_survey,44,survey-html-form,
668,shape_off,22,0.325,Non-Hispanic,N/A,Male,0.0-40.0,0.8125,Asian,"{'age': '22', 'race': 'Asian', 'gender': 'Male', 'feedback': 'N/A', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17531,cylinder,107777,exit_survey,44,survey-html-form,
656,shape_off,24,0.25,Hispanic,,Female,0.0-40.0,0.625,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",7480,cylinder,115714,exit_survey,44,survey-html-form,
627,shape_off,38,0.30000000000000004,Non-Hispanic,,Female,0.0-40.0,0.75,Black/African American,"{'age': '38', 'race': 'Black/African American', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9333,cube,148914,exit_survey,44,survey-html-form,
639,shape_off,37,0.35000000000000003,Non-Hispanic,The shape of on top.,Female,0.0-40.0,0.875,White,"{'age': '37', 'race': 'White', 'gender': 'Female', 'feedback': 'The shape of on top.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",42274,cylinder,724334,exit_survey,50,survey-html-form,
652,shape_off,31,0.35000000000000003,Non-Hispanic,remember the color and shape. then decide how the different colors/shapes pertain to the on/off statuses.,Male,0.0-40.0,0.875,White,"{'age': '31', 'race': 'White', 'gender': 'Male', 'feedback': 'remember the color and shape. then decide how the different colors/shapes pertain to the on/off statuses.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",32763,cube,125976,exit_survey,44,survey-html-form,
701,shape_off,37,0.25,Non-Hispanic,"The factors influenced my decisions were trial and error and memory recall, however my memory recall is not particularly strong.",Male,0.0-40.0,0.625,White,"{'age': '37', 'race': 'White', 'gender': 'Male', 'feedback': 'The factors influenced my decisions were trial and error and memory recall, however my memory recall is not particularly strong.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",42714,cube,142091,exit_survey,44,survey-html-form,
643,shape_off,34,0.375,Non-Hispanic,,Male,0.0-40.0,0.9375,White,"{'age': '34', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",47217,cube,245524,exit_survey,44,survey-html-form,
604,shape_off,59,0.225,Non-Hispanic,,Male,0.0-40.0,0.5625,White,"{'age': '59', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",18514,cube,179805,exit_survey,44,survey-html-form,
705,shape_off,41,0.125,Non-Hispanic,,Male,0.0-40.0,0.3125,Asian,"{'age': '41', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9467,cylinder,205041,exit_survey,50,survey-html-form,
